你只要问他，他就会告诉你。	nǐ zhǐyào wèn tā tā jiù huì gàosu nǐ	You have only to ask and he'll tell you.	1.667	0.556
我们都关心她的健康。	wǒmen dōu guānxīn tā de jiànkāng	We are all concerned about her health.	1.667	0.5
他的破产和他的妻子很有关系。	tā de pòchǎn hé tā de qīzi hěn yǒuguān xì	His wife had much to do with his bankruptcy.	1.7	0.7
我爱她就像爱自己的女儿一样。	wǒ ài tā jiù xiàng ài zìjǐ de nǚ'ér yīyàng	I have loved her like a father should.	1.7	0.3
我觉得这是我的义务。	wǒ juéde zhè shì wǒ de yìwù	I feel it is my duty.	1.714	0.857
你没拿我的眼镜吧？	nǐ méi ná wǒ de yǎnjìng ba	Don't you have my glasses?	1.714	0.714
他喜欢拿他的同学开玩笑。	tā xǐhuan ná tā de tóngxué kāiwánxiào	He likes playing jokes on his classmates.	1.714	0.714
排球是我很喜欢的运动。	páiqiú shì wǒ hěn xǐhuan de yùndòng	Volleyball is a sport of which I am very fond.	1.714	0.714
他昨天参加了我们的讨论。	tā zuótiān cānjiā le wǒmen de tǎolùn	He joined us in the discussion yesterday.	1.714	0.571
我喜欢约翰，他是我非常要好的朋友。	wǒ xǐhuan Yuēhàn tā shì wǒ fēicháng yàohǎo de péngyou	I like John, a very good friend of mine.	1.727	0.909
她和我在学院里是同学。	tā hé wǒ zài xuéyuàn lǐ shì tóngxué	She and I were contemporaries at college.	1.75	0.75
是的，肯定的。	shìde kěndìng de	Yes, definitely.	1.75	0.75
是的，当然可以。	shìde dāngrán kěyǐ	Yes, certainly.	1.75	0.75
我不知道他的动力是什么。	wǒ bù zhīdào tā de dònglì shì shénme	I don't understand what his motive is.	1.75	0.75
我不知道他的意图是什么。	wǒ bù zhīdào tā de yìtú shì shénme	I do not know what his intention is.	1.75	0.75
你的约会怎么样？	nǐ de yuēhuì zěnmeyàng	How was your date?	1.75	0.75
我姐姐和我都喜欢穿牛仔裤。	wǒ jiějie hé wǒ dōu xǐhuan chuān niúzǎikù	Both my sister and I like to wear jeans.	1.75	0.75
我不喜欢我那单调乏味的工作。	wǒ bù xǐhuan wǒ nà dāndiàofáwèi de gōngzuò	I do not like my monotonous work.	1.75	0.75
我马上就来。	wǒ mǎshàng jiù lái	I'll be right with you.	1.75	0.5
这是他最不可能做的尝试。	zhè shì tā zuì bùkěnéng zuò de chángshì	This is the most unlikely attempt he ever made.	1.778	0.778
他是我认识的最可憎的人。	tā shì wǒ rènshi de zuì kězēng de rén	He is the most obnoxious man I know.	1.778	0.778
你干得很好。	nǐ gàn dehěn hǎo	You did a good job.	1.8	0.8
她的眼睛湿润了。	tā de yǎnjing shīrùn le	Her eyes moistened slightly.	1.8	0.8
你刚才指的是什么？	nǐ gāngcái zhǐ de shì shénme	What were you alluding to just now?	1.833	0.833
他向他的朋友打招呼。	tā xiàng tā de péngyou dǎzhāohu	He saluted his friend.	1.833	0.833
他的意见没多少影响。	tā de yìjiàn méi duōshao yǐngxiǎng	His opinion doesn't carry much weight.	1.833	0.667
即使下雨我们也要去。	jíshǐ xiàyǔ wǒmen yě yào qù	We'll go even if it rains.	1.833	0.667
我想介绍我的地理老师给你认识，你现在是国会议员。	wǒ xiǎng jièshào wǒ de dìlǐ lǎoshī gěi nǐ rènshi nǐ xiànzài shì guóhuìyìyuán	I'd like you to meet my geography professor. He's in the congress.	1.857	0.714
我不喜欢读他的文学批评。	wǒ bù xǐhuan dú tā de wénxué pīpíng	I don't like to read his literary criticism.	1.857	0.714
看看你都做了些什么！	kànkan nǐ dōu zuò le xiē shénme	Just look at what you've done!	1.857	0.571
对不起，我忘了你的名字。	wǒmen míngtiān jiāng yīqǐ chī wǔfàn	I'm sorry; I've forgotten your name.	1.857	0.571
中国历史上有多少个朝代？	Zhōngguó lìshǐshàng yǒu duōshao gè cháodài	How many dynasties are there in China's history?	1.857	0.571
这是我给你开的药方。	zhè shì wǒ gěi nǐ kāi de yàofāng	Here's my prescription.	1.875	0.75
他是个很难对付的人。	tā shì gè hěn nán duìfu de rén	He was a difficult man to deal with.	1.875	0.75
这是本有教育意义的书。	zhè shì běn yǒu jiàoyù yìyì de shū	This is an instructive book.	1.875	0.625
我怀疑，不，我肯定他错了。	wǒ huáiyí bù wǒ kěndìng tā cuò le	I suspect, nay, I am certain, that he is wrong.	1.875	0.625
我们对我们的新老师很失望。	wǒmen duì wǒmen de xīn lǎoshī hěn shīwàng	We are disappointed in our new teacher.	1.875	0.375
你看了关于选举的新闻了吗？	nǐ kàn le guānyú xuǎnjǔ de xīnwén le ma	Have you read the news about the election?	1.889	0.667
这是我特意为你生日而做的。	zhè shì wǒ tèyì wéi nǐ shēngrì ér zuò de	I made this specially for your birthday.	1.9	0.6
只要你不出卖我，要我做什么我都愿意。	zhǐyào nǐ bù chūmài wǒ yào wǒ zuò shénme wǒ dōu yuànyì	As long as you don't betray me, I'll do whatever you ask me to (do).	1.917	0.667
我可以向你保证，你儿子在这里会很快乐的。	wǒ kěyǐ xiàng nǐ bǎozhèng nǐ érzi zài zhèlǐ huì hěn kuàilè de	I can assure you that your son will be happy here.	1.923	0.769
他走了，把所有没做完的工作都留给了我。	tā zǒu le bǎ suǒyǒu méi zuòwán de gōngzuò dōu liúgěi le wǒ	He was gone and left all the work undone to me.	1.929	0.571
他说他会来的，果然来了。	tā shuō tā huì lái de guǒrán lái le	He said he would come, and sure enough he did.	2.0	0.889
你喜欢我的家常菜吗？	nǐ xǐhuan wǒ de jiāchángcài ma	Did you enjoy my home cooking?	2.0	0.833
在来点马铃薯泥好吗？	zài lái diǎn mǎlíngshǔní hǎo ma	Would you like more mashed potato?	2.0	0.833
我无论如何是会去的。	wǒ wúlùnrúhé shì huì qù de	I will go whether or no.	2.0	0.833
他是个自私自利的人。	tā shì gè zìsīzìlì de rén	He is a lump of selfishness.	2.0	0.833
我没心情和你聊天。	wǒ méi xīnqíng hé nǐ liáotiān	I am in no mood for chatting with you.	2.0	0.833
我喜欢她眼睛的光彩。	wǒ xǐhuan tā yǎnjing de guāngcǎi	I like the sparkles in her eyes.	2.0	0.833
他要我问候你。	tā yào wǒ wènhòu nǐ	He asked me to inquire after you.	2.0	0.8
我乐意和你去。	wǒ lèyì hé nǐ qù	I am willing to go with you.	2.0	0.8
我确实得走了。	wǒ quèshí dé zǒu le	I really have to be going.	2.0	0.8
今天有多少学生缺席？	jīntiān yǒu duōshao xuésheng quēxí	How many students are absent today?	2.0	0.8
想吃梨吗？	xiǎng chī lí ma	Would you like a pear?	2.0	0.75
好像要下雨了。	hǎoxiàng yào xiàyǔ le	It looks as if it is going to rain.	2.0	0.75
我相信你是有见识的人。	wǒ xiāngxìn nǐ shì yǒu jiànshi de rén	I give you credit for more sense.	2.0	0.75
她坚决不来。	tā jiānjué bù lái	She was quite adamant that she would not come.	2.0	0.75
他昨天到达的。	tā zuótiān dàodá de	He arrived yesterday.	2.0	0.75
你只要一看见她的脸就会明白，她是无辜的。	nǐ zhǐyào yī kànjiàn tā de liǎn jiù huì míngbai tā shì wúgū de	A glimpse of her face will tell you that she is innocent.	2.0	0.714
谁都不喜欢被人怠慢。	shéi dōu bù xǐhuan bèi rén dàimàn	No one like to be treated with neglect.	2.0	0.714
我钱很宽裕，能帮助她。	wǒ qián hěn kuānyù néng bāngzhù tā	As I had plenty of money I was able to help her.	2.0	0.714
她单独去是很危险的。	tā dāndú qù shì hěn wēixiǎn de	It's unsafe for her to go alone.	2.0	0.714
他姐姐过去一直指导他，给他出主意，是他的朋友。	tā jiějie guòqu yīzhí zhǐdǎo tā gěi tā chū zhǔyi shì tā de péngyou	His elder sister had been his guide, counsellor and friend.	2.0	0.714
他没注意到她的赞美。	tā méi zhùyì dào tā de zànměi	He does not pay attention her praising.	2.0	0.714
我可以证明她是诚实的。	wǒ kěyǐ zhèngmíng tā shì chéngshí de	I can certify to her honesty.	2.0	0.714
老师对他的学生非常严格。	lǎoshī duì tā de xuésheng fēicháng yángé	The teacher is very strict with his students.	2.0	0.714
你一定是在开玩笑吧。	nǐ yīdìng shì zài kāiwánxiào ba	You must be joking.	2.0	0.667
我不太明白，你能再解释一下吗？	wǒ bù tài míngbai nǐ néng zài jiěshì yīxià ma	I didn't quite follow; could you explain it again?	2.0	0.667
这对我太合适了。	zhè duì wǒ tài héshì le	Suits me fine.	2.0	0.667
再见了，很高兴见到你。	zàijiàn le hěn gāoxìng jiàndào nǐ	Good-bye. Nice seeing you.	2.0	0.667
他哄她同意带她去看电影。	tā hǒng tā tóngyì dài tā qù kàn diànyǐng	He coaxed her into letting him take her to the cinema.	2.0	0.667
她和他的感受相同。	tā hé tā de gǎnshòu xiāngtóng	She felt just the same as he did.	2.0	0.667
你愿意当你弟弟的保证人吗？	nǐ yuànyì dāng nǐ dìdi de bǎozhèngrén ma	Are you willing to stand surety for your brother?	2.0	0.667
那可简化了我的工作。	nà kě jiǎnhuà le wǒ de gōngzuò	That will simplify my task.	2.0	0.667
他告诉我的消息是真实的。	tā gàosu wǒ de xiāoxi shì zhēnshí de	The news he told me is truthful.	2.0	0.625
请把菜单给我。	qǐng bǎ càidān gěi wǒ	Please show me the menu.	2.0	0.6
我们试图让她和她的家庭和好。	wǒmen shìtú ràng tā hé tā de jiātíng héhǎo	We tried to reconcile her with her family.	2.0	0.6
你周末计划做什么？	nǐ zhōumò jìhuà zuò shénme	What are your plans for the weekend?	2.0	0.6
如果天气好，当然可以。	rúguǒ tiānqì hǎo dāngrán kěyǐ	Certainly, if the weather is fine.	2.0	0.6
她的故事使我很感动。	tā de gùshi shǐ wǒ hěn gǎndòng	I was very moved by her story.	2.0	0.571
我不知道他是否愿意来。	wǒ bù zhīdào tā shìfǒu yuànyì lái	I don't know whether he is willing to come.	2.0	0.571
要是我知道他的地址就好了。	yàoshi wǒ zhīdào tā de dìzhǐ jiù hǎole	I wish I knew his address.	2.0	0.556
他在面条里放了些醋。	tā zài miàntiáo lǐ fàng le xiē cù	He put some vinegar in the noodles.	2.0	0.5
她在铝锅里下了些面条。	tā zài lǚ guō lǐ xià le xiē miàntiáo	She put some noodles in the aluminum saucepan.	2.0	0.5
只要我身体好一定来。	zhǐyào wǒ shēntǐ hǎo yīdìng lái	I will come provided that I am well enough.	2.0	0.5
医生一会儿就到。	yīshēng yīhuìr jiù dào	The doctor will be here presently.	2.0	0.5
他总是称赞他的女儿。	tā zǒngshì chēngzàn tā de nǚ'ér	He always speaks well of his daughter.	2.0	0.5
我记得很清楚。	wǒ jìde hěn qīngchu	I remember quite clearly.	2.0	0.5
你愿意帮忙吗？	nǐ yuànyì bāngmáng ma	Are you willing to help?	2.0	0.5
这杯子碎了。	zhè bēizi suì le	The glass shattered.	2.0	0.5
他的工作是做国内贸易。	tā de gōngzuò shì zuò guónèi màoyì	He worked in internal trade.	2.0	0.5
欢迎你随时到我们家。	huānyíng nǐ suíshí dào wǒmen jiā	You are always welcome to our house.	2.0	0.5
他的工作符合了我们的期望。	tā de gōngzuò fúhé le wǒmen de qīwàng	His work comes up to what we expect of him.	2.0	0.5
我正准备打电话给你。	wǒ zhèng zhǔnbèi dǎdiànhuà gěi nǐ	I was just about to call you.	2.0	0.5
让我为你的健康干杯。	ràng wǒ wéi nǐ de jiànkāng gānbēi	Let me drink to your health.	2.0	0.429
如果你努力工作，你就会成功。	rúguǒ nǐ nǔlì gōngzuò nǐ jiù huì chénggōng	If you work hard you will succeed.	2.0	0.375
这需要时间。	zhè xūyào shíjiān	It takes time.	2.0	0.333
她穿上袜子。	tā chuānshang wàzi	She draws on her socks.	2.0	0.25
我喜欢他的写作风格，但是不喜欢他的内容。	wǒ xǐhuan tā de xiězuò fēnggé dànshì bù xǐhuan tā de nèiróng	I like the style of his writing but I don't like the content.	2.083	0.667
自从我们在学校认识之后，我们就一直是好朋友。	zìcóng wǒmen zài xuéxiào rènshi zhīhòu wǒmen jiù yīzhí shì hǎopéngyou	We've been friends ever since we met at school.	2.083	0.5
我的朋友告诉我她住的地方文化生活贫乏。	nà wèi zhíyuán yòng suànpán jiāng shàngzhōu de huāxiāo jìsuàn chūlái	My friend told me that the place she live is a cultural wasteland.	2.083	0.5
我清楚地告诉他，我拒绝了他的建议。	wǒ qīngchu dì gàosu tā wǒ jùjué le tā de jiànyì	I made it clear to him that I rejected his proposal.	2.091	0.545
因为天气热，她穿了一件凉快的衣服。	yīnwèi tiānqì rè tā chuān le yī jiàn liángkuai de yīfu	As it was a hot day she wore a cool dress.	2.1	0.7
我虽然很喜欢她，却不打算娶她。	wǒ suīrán hěn xǐhuan tā què bù dǎsuàn qǔ tā	Much as I like her, I won't marry her.	2.1	0.6
我证明他已经收到了你的钱。	wǒ zhèngmíng tā yǐjīng shōu dàoliǎo nǐ de qián	I certify that he has received your money.	2.111	0.778
你能告诉我你一个月赚多少吗？	nǐ néng gàosu wǒ nǐ yī gè yuè zhuàn duōshao ma	Can you tell me how much you earn a month?	2.111	0.667
我过去相信你是有见识的人。	wǒ guòqu xiāngxìn nǐ shì yǒu jiànshi de rén	I gave you credit for more sense.	2.111	0.667
在我苦恼的时候，她来安慰我。	zài wǒ kǔnǎo de shíhou tā lái ānwèi wǒ	She comforted me in my distress.	2.111	0.667
我有了新工作和一班新同事。	wǒ yǒule xīn gōngzuò hé yī bān xīn tóngshì	I got a new job and a new set of work associations.	2.111	0.556
因为现在是收获期，所以我们都非常忙。	yīnwèi xiànzài shì shōuhuò qī suǒyǐ wǒmen dōu fēicháng máng	We are all very busy because it's the harvest time.	2.111	0.444
简单朴素的衣服适合在学校里穿。	jiǎndān pǔsù de yīfu shìhé zài xuéxiào lǐ chuān	Plain, simple clothes are appropriate for school wear.	2.111	0.444
啊，我真喜欢这首歌！好高兴！	ā wǒ zhēn xǐhuan zhè shǒugē hǎo gāoxìng	Ah, I really love this song! I am so glad!	2.125	0.75
我就他的小说向他提问。	wǒ jiù tā de xiǎoshuō xiàng tā tíwèn	I plied him with questions about his novel.	2.125	0.625
他是个和蔼而快乐的人。	tā shì gè hé'ǎi ér kuàilè de rén	He is a friendly jovial fellow.	2.125	0.625
他是世界上最富有的人。	tā shì shìjiè shàng zuì fù yǒude rén	He is the richest man in the world.	2.125	0.625
我特地为你做了个蛋糕。	wǒ tèdì wéi nǐ zuò le gè dàngāo	I made a cake specially for you.	2.125	0.625
他的失败是再明白不过了。	tā de shībài shì zài míngbai bùguò le	His failure is as plain as plain can be.	2.125	0.5
一般人都相信努力是值得的。	yībānrén dōu xiāngxìn nǔlì shì zhíde de	It is generally believed that it pays to work hard.	2.125	0.5
她在医院里接受了全面检查。	tā zài yīyuàn lǐ jiēshòu le quánmiàn jiǎnchá	She underwent a thorough examination at the hospital.	2.125	0.5
那册书还能买到吗？	nà cè shū hái néng mǎi dào ma	Is that volume still in print?	2.143	0.714
我已经写了三个小时了。	wǒ yǐjīng xiě le sān gè xiǎoshí le	I've been writing for three hours.	2.143	0.714
我的钟一定是坏了。	wǒ de zhōng yīdìng shì huài le	There must be something wrong with my clock.	2.143	0.571
这只杯子是不锈钢做的。	zhè zhǐ bēizi shì bùxiùgāng zuò de	This cup is made of stainless steel.	2.143	0.571
他的盘子里盛满了米饭。	tā de pánzi lǐ chéng mǎn le mǐfàn	His plate was piled high with rice.	2.143	0.571
我不喜欢它因为很吵闹。	wǒ bù xǐhuan tā yīnwèi hěn chǎonào	I didn't like it because it was noisy.	2.143	0.571
这完全是你力所能及的工作。	zhè wánquán shì nǐ lìsuǒnéngjí de gōngzuò	This is a task well within your ability.	2.143	0.571
我们在那儿几乎没看见学生。	wǒmen zàinar jīhū méi kànjiàn xuésheng	We saw few students there.	2.143	0.571
他的级别比我高。	tā de jíbié bǐ wǒ gāo	He is above me in rank.	2.167	0.833
他的物理学得很好。	tā de wùlǐxué dehěn hǎo	He does well in physics.	2.167	0.833
她喜欢和我一起溜冰。	tā xǐhuan hé wǒ yīqǐ liūbīng	She likes to ice-skate with me.	2.167	0.833
我不喜欢喝速溶咖啡。	wǒ bù xǐhuan hē sùróngkāfēi	I don't like to drink instant coffee.	2.167	0.833
他一再说他很忙。	tā yīzài shuō tā hěn máng	He repeated several times that he was busy.	2.167	0.667
她是个真正的专家。	tā shì gè zhēnzhèng de zhuānjiā	She is a real professional.	2.167	0.667
这是个棘手的问题。	zhè shì gè jíshǒu de wèntí	It's a thorny subject.	2.167	0.667
我的钢笔是新的。	wǒ de gāngbǐ shì xīn de	My pen is new.	2.167	0.667
他的痛苦现在已经过去。	tā de tòngkǔ xiànzài yǐjīng guòqu	His pain is past now.	2.167	0.667
这是个神奇的故事。	zhè shì gè shénqí de gùshi	It's a magical story.	2.167	0.667
我不理解她的逻辑。	wǒ bù lǐjiě tā de luóji	I didn't follow her logic.	2.167	0.667
他写的论文很优秀。	tā xiě de lùnwén hěn yōuxiù	The treatise he wrote is excellent.	2.167	0.667
他和他哥哥一样英俊。	tā hé tā gēge yīyàng yīngjùn	He is as handsome as his brother (is).	2.167	0.667
是的，这事我知道，谢谢。	shìde zhè shì wǒ zhīdào xièxie	Yes, I know that, thanks.	2.167	0.667
我是今天早晨从报纸上知道这条消息的。	wǒ shì jīntiān zǎochén cóng bàozhǐ shàng zhīdào zhè tiáo xiāoxi de	I learned this piece of news from the newspaper this morning.	2.167	0.667
你的生活目标是什么？	nǐ de shēnghuó mùbiāo shì shénme	What is your aim in life?	2.167	0.667
我有一大堆工作要做。	wǒ yǒu yī dà duī gōngzuò yào zuò	I have a mountain of work to do.	2.167	0.5
劳驾，能让我过去吗？	láojià néng ràng wǒ guòqu ma	Excuse me, can I get past, please?	2.167	0.5
别慌忙，时间多的是。	bié huāngmáng shíjiān duō de shì	Don't rush; there is plenty of time.	2.167	0.5
我们都相信她的预言。	wǒmen dōu xiāngxìn tā de yùyán	We all believed in her prediction.	2.167	0.5
我讨厌他在教室抽烟。	wǒ tǎoyàn tā zài jiàoshì chōuyān	I got sick of his smoking in the classroom.	2.167	0.5
气候影响了他的健康。	qìhòu yǐngxiǎng le tā de jiànkāng	The climate affected his health.	2.167	0.5
我们可以轻松地开始工作。	wǒmen kěyǐ qīngsōng dì kāishǐ gōngzuò	We can set to work with a light heart.	2.167	0.167
我们刚才看见的那位同志是你的老师吗？	wǒmen gāngcái kànjiàn de nà wèi tóngzhì shì nǐ de lǎoshī ma	Be the comrade whom we see just now your teacher?	2.182	0.727
问题是什么时候能得到我们所需要的钱。	wèntí shì shénmeshíhou néng dédào wǒmen suǒ xūyào de qián	The problem is when to get the money we need.	2.182	0.455
他的书对这一问题的论述是最好的，仅次于我的书。	tā de shū duì zhè yī wèntí de lùnshù shì zuìhǎo de jǐncìyú wǒ de shū	His book is the best on the subject after mine.	2.188	0.688
她和他订婚了。	tā hé tā dìnghūn le	She plighted herself to him.	2.2	0.8
这是谁的钢笔？	zhè shì shéi de gāngbǐ	Whose pen is this?	2.2	0.8
我不太喜欢下棋。	wǒ bù tài xǐhuan xiàqí	I'm not very fond of playing chess.	2.2	0.8
他是个小机灵鬼。	tā shì gè xiǎo jīlíngguǐ	He is a smart boy.	2.2	0.8
我觉得我很空虚。	wǒ juéde wǒ hěn kōngxū	I feel I am in emptiness.	2.2	0.8
他的衣服破烂不堪了。	tā de yīfu pòlàn bùkān le	His clothes were torn to rags.	2.2	0.8
我妈妈是个家庭妇女。	wǒ māma shì gè jiātíng fùnǚ	My mother is a housewife.	2.2	0.8
我喜欢你的幽默感。	wǒ xǐhuan nǐ de yōumògǎn	I like your sense of humor.	2.2	0.8
她喜欢随着音乐跳舞。	tā xǐhuan suízhe yīnyuè tiàowǔ	She loves to dance to music.	2.2	0.8
听说你的猫死了，我觉得很难过。	tīngshuō nǐ de māo sǐ le wǒ juéde hěn nánguò	I was sorry to hear that your cat had died.	2.2	0.7
难怪她病了，她几乎什么都没吃。	nánguài tā bìng le tā jīhū shénme dōu méi chī	No wonder she's ill. She eats next to nothing.	2.2	0.7
你妈妈是个乐呵呵的容易相处的人。	nǐ māma shì gè lèhēhē de róngyì xiāngchǔ de rén	Your mother is a jolly, easy-going woman.	2.2	0.7
我相信他是个我们应当尊敬的人。	wǒ xiāngxìn tā shì gè wǒmen yīngdāng zūnjìng de rén	He is a man whom I believe we should respect.	2.2	0.6
我肯定你有能力。	wǒ kěndìng nǐ yǒunénglì	I've no doubt of your ability.	2.2	0.6
他跳上了桌子。	tā tiào shàng le zhuōzi	He jumped onto the table.	2.2	0.6
我必须告诉你，他的耐心是有限的。	wǒ bìxū gàosu nǐ tā de nàixīn shì yǒuxiàn de	I must tell you that his patience has its limit.	2.2	0.6
我们大家都认为考试作弊是不对的。	wǒmen dàjiā dōu rènwéi kǎoshì zuòbì shì bùduì de	We all consider it wrong to cheat in examinations.	2.2	0.5
我们决定立刻去火车站。	wǒmen juédìng lìkè qù huǒchēzhàn	We determined to go to the railway station at once.	2.2	0.2
你能告诉我是谁发明了电话？	nǐ néng gàosu wǒ shì shéi fāmíng le diànhuà	Can you tell me who invented the telephone?	2.222	0.778
他没有给我回答他问题的机会。	tā méiyǒu gěi wǒ huídá tā wèntí de jīhuì	He gave me no chance to reply to his question.	2.222	0.667
这本书是我特意为你买的。	zhè běn shū shì wǒ tèyì wéi nǐ mǎi de	I bought the book especially for you.	2.222	0.667
我很不喜欢住在闭塞的乡村。	wǒ hěn bù xǐhuan zhù zài bìsè de xiāngcūn	I hate being shut away in the country.	2.222	0.667
我相信礼貌对大家是很重要的。	wǒ xiāngxìn lǐmào duì dàjiā shì hěn zhòngyào de	It is my belief that good manners are very important to everybody.	2.222	0.556
我们得给我们的新房子买些家具。	wǒmen dé gěi wǒmen de xīn fángzi mǎi xiē jiājù	We will buy some furniture for our new house.	2.222	0.444
他长大了，穿剩下的衣服就给了他的弟弟。	tā zhǎngdà le chuān shèngxià de yīfu jiù gěi le tā de dìdi	As he grew up he passed on his clothes to his younger brother.	2.231	0.692
如果我后悔什么事情，那很可能是我的良好品行。	rúguǒ wǒ hòuhuǐ shénme shìqing nà hěn kěnéng shì wǒ de liánghǎo pǐnxíng	If I repent of anything, it is very likely to be my good behaviour.	2.231	0.615
我不喜欢吃菠菜，虽然我知道它对我有好处。	wǒ bù xǐhuan chī bōcài suīrán wǒ zhīdào tā duì wǒ yǒuhǎochù	I don't like spinach even though I know it's good for me.	2.231	0.538
我今天提早工作都做完了，但是别人都还在工作，我不好意思回家。	wǒ jīntiān tízǎo gōngzuò dōu zuòwán le dànshì biéren dōu hái zài gōngzuò wǒ bùhǎoyìsi huíjiā	I have gotten my work all done ahead of time today, but I'd feel guilty going home while everybody else is still work.	2.235	0.412
他的想法和我的不一致。	tā de xiǎngfǎ hé wǒ de bù yīzhì	His ideas do not conform to mine.	2.25	0.75
他能跑得和我一样快。	tā néng pǎo dé hé wǒ yīyàng kuài	He can run as fast as I can.	2.25	0.75
他向我告别。	tā xiàng wǒ gàobié	He has taken leave of me.	2.25	0.75
可能的话，她想跟我们一起去。	kěnéng dehuà tā xiǎng gēn wǒmen yīqǐ qù	If possible, She wants to go with us.	2.25	0.75
我非常想念你。	wǒ fēicháng xiǎngniàn nǐ	I miss you very much.	2.25	0.75
水的密度是1。	shuǐ de mìdù shì	The density of water is 1.	2.25	0.75
没人理睬他。	méi rén lǐcǎi tā	Nobody speaks to him.	2.25	0.75
